cell,request,receipt,output_limit,reserved_bound,charged,truncated,rejected
snippets-v1__amc12a_2020_p13__training-A__seed0,6,822aa115062f4646977c42dc00b23834,32768,0.0571198,0.0005637600000000001,False,False
snippets-v1__amc12a_2020_p13__training-A__seed0,7,a707471669314d69a9a2470b673d5802,32768,0.0575644,0.00098198,False,False
snippets-v1__amc12a_2020_p13__training-A__seed0,8,e6c8461f6c864dd5babd8d921fed00db,32768,0.058715199999999995,0.00056696,False,False
snippets-v1__amc12a_2020_p13__training-A__seed0,9,edccc1df38654a1297b58d96127b7ee5,32768,0.0591222,0.00043488,False,False
snippets-v1__amc12a_2020_p13__training-A__seed0,10,7b8c34763a3e4820a39958caf093fc92,32768,0.0595314,0.00089224,False,False
snippets-v1__amc12a_2020_p13__training-A__seed0,11,66c6e0a6a9d74c9c8fbbdb6623dd86d7,32768,0.060423199999999996,0.00091762,False,False
snippets-v1__amc12a_2020_p13__training-A__seed0,12,485b4bcc41b44ba0a4b944d3c02d7370,32768,0.0612356,0.00157048,False,False
snippets-v1__amc12a_2020_p13__training-A__seed0,13,581a9efbbfc048a79bb14d05ccea035e,32768,0.058297,0.005495399999999999,False,False
snippets-v1__amc12a_2020_p13__training-A__seed0,14,cc0499a6ccf54b6281918605b6857fad,32768,0.05974,0.006252199999999999,False,False
snippets-v1__amc12a_2020_p13__training-A__seed0,15,35217558b10849db838e1e72217d8ea0,32768,0.0614396,0.0063208,False,False
snippets-v1__amc12a_2020_p13__training-A__seed0,16,9c43bb6c99d54f3398f718efd81b3381,32768,0.0628998,0.0065699999999999995,False,False
snippets-v1__amc12a_2017_p7__training-A__seed0,1,75e9bb677de545febcab262e4e2269cf,32768,0.052903399999999996,0.0026322,False,False
snippets-v1__amc12a_2017_p7__training-A__seed0,2,e937bee09cd341e3a596ffebbb909605,32768,0.0543248,0.00062784,False,False
snippets-v1__amc12a_2017_p7__training-A__seed0,3,4ce170cf976246479c8e883a27ba4c77,32768,0.054806999999999995,0.00043084,False,False
snippets-v1__amc12a_2017_p7__training-A__seed0,4,7ee972db083e4404bddd1983b4587aa2,32768,0.05597339999999999,0.00169082,False,False
snippets-v1__amc12a_2017_p7__training-A__seed0,5,08055e6b44bd4e8fba9d671186a19809,32768,0.05540779999999999,0.0035568,False,False
snippets-v1__amc12a_2017_p7__training-A__seed0,6,3daae55c503846aab2a8486c4edcd108,32768,0.0561676,0.0035789999999999997,False,False
snippets-v1__amc12a_2017_p7__training-A__seed0,7,906250d8e1044a73b446150f127e34bd,32768,0.057002199999999996,0.0042804,False,False
snippets-v1__amc12a_2017_p7__training-A__seed0,8,b35bef2ee2814d128dea86b3ed5768ba,32768,0.0579892,0.0047274,False,False
snippets-v1__amc12a_2017_p7__training-A__seed0,9,6cd1a251d8a045ebb53198b1c46ddf8c,32768,0.05902879999999999,0.0047602,False,False
snippets-v1__amc12a_2017_p7__training-A__seed0,10,90e2a26d54bb46d988605397f5a130f2,32768,0.0601658,0.0046968,False,False
snippets-v1__amc12a_2017_p7__training-A__seed0,11,5d8438f938ef4bc1a06de89c1ca50ece,32768,0.0613096,0.0047326,False,False
snippets-v1__amc12a_2017_p7__training-A__seed0,12,fc6036e17816488085d850dc242619d2,32768,0.061999,0.00053808,False,False
snippets-v1__amc12a_2017_p7__training-A__seed0,13,452952ac22ab416faa35f216da94570e,32768,0.0628446,0.0017293999999999999,False,False
snippets-v1__aime_1990_p4__training-A__seed0,1,1bc20e677e274c1cba3bb841459c3279,32768,0.0528414,0.0024526,False,False
snippets-v1__aime_1990_p4__training-A__seed0,2,5c15e9df17a343ab8112e34dafdf6132,32768,0.053755199999999996,0.000473,False,False
snippets-v1__aime_1990_p4__training-A__seed0,3,d28d099599674fbb92fce74f0c15d160,32768,0.053508799999999995,0.0028368,False,False
snippets-v1__aime_1990_p4__training-A__seed0,4,6ad8a5e4c3304e39820e30c277a1c952,32768,0.054043999999999995,0.0025862,False,False
snippets-v1__aime_1990_p4__training-A__seed0,5,5167d00a0c844f67bea41a960cdd20b4,32768,0.054669999999999996,0.00035072,False,False
snippets-v1__aime_1990_p4__training-A__seed0,6,5443720882be48f99d42cfbc6a4d38e5,32768,0.055038199999999995,0.0011102199999999999,False,False
snippets-v1__aime_1990_p4__training-A__seed0,7,599e142fd0c445149fa951f1ce220fe3,32768,0.0565272,0.00063722,False,False
snippets-v1__aime_1990_p4__training-A__seed0,8,11b626b4b8a84862959a4c9497b617dd,32768,0.0546694,0.0034541999999999997,False,False
snippets-v1__aime_1990_p4__training-A__seed0,9,df23d45979b04521b5a012ffb72fa1ee,32768,0.055245999999999996,0.0040772,False,False
snippets-v1__aime_1990_p4__training-A__seed0,10,8bfc0453ef08442fae6e4d8b462874fc,32768,0.055929999999999994,0.0032665999999999997,False,False
snippets-v1__aime_1991_p6__validation-A__seed0,1,2f8a01f3af334954b60a6150227ee80d,32768,0.053027,0.0021568,False,False
snippets-v1__aime_1991_p6__validation-A__seed0,2,f2690b7afb464b2cba4538c414b583e1,32768,0.054322999999999996,0.0006071799999999999,False,False
snippets-v1__aime_1991_p6__validation-A__seed0,3,8a73fea0b3ff4c2aa66db3409da0b209,32768,0.0549626,0.00047735999999999997,False,False
snippets-v1__aime_1991_p6__validation-A__seed0,4,026d50e06c044724ad0a1eae3a306b54,32768,0.055890999999999996,0.00063486,False,False
snippets-v1__aime_1991_p6__validation-A__seed0,5,aeae491426214947bce7e324bc246675,32768,0.0564244,0.00080802,False,False
snippets-v1__aime_1991_p6__validation-A__seed0,6,09238127c94c4cda8361e570f776dcc6,32768,0.056044399999999994,0.0062536,False,False
snippets-v1__aime_1991_p6__validation-A__seed0,7,1cffaca6b17f475bb49f17232535b93f,32768,0.059257599999999994,0.0043526,False,False
snippets-v1__aime_1991_p6__validation-A__seed0,8,aa291e8114404e4db3dc14f8153b9660,32768,0.0615318,0.0018132399999999998,False,False
snippets-v1__aime_1991_p6__validation-A__seed0,9,d0937184ee564375b4601368f12c1cc9,32768,0.0641412,0.0024023200000000003,False,False
snippets-v1__aime_1991_p6__validation-A__seed0,10,94ecd71df81f4203b1b578e5f0bdf702,32768,0.067278,0.00283468,False,False
snippets-v1__aime_1991_p6__validation-A__seed0,11,afe21f9bc18e41d48631406bda0714e9,32768,0.0668048,0.007736799999999999,False,False
snippets-v1__aime_1991_p6__validation-A__seed0,12,b38005ef60df47ffa37a0ae50da74b71,32768,0.0684362,0.005421539999999999,False,False
snippets-v1__mathd_numbertheory_405__validation-A__seed0,1,fac17d2a0356410e8b37c13ffe7d75fe,32768,0.052968,0.0045444000000000005,False,False
snippets-v1__mathd_numbertheory_405__validation-A__seed0,2,1c46513cf9574f038af8cce0608edadc,32768,0.054354799999999995,0.004837599999999999,False,False
snippets-v1__mathd_numbertheory_405__validation-A__seed0,3,2618c8f43b3940d5aa75756f4da36f41,32768,0.057090999999999996,0.0056072,False,False
snippets-v1__mathd_numbertheory_405__validation-A__seed0,4,da1fc46d1a8f4b9b9645728cd312aa86,32768,0.059986399999999995,0.0069292,False,False
snippets-v1__mathd_numbertheory_405__validation-A__seed0,5,cffcf0cd3ec54d3e87a1fd8e2032724c,32768,0.0629,0.0073942,False,False
snippets-v1__mathd_numbertheory_405__validation-A__seed0,6,034f4a491a2943a9858ca08a1356cd16,32768,0.0655434,0.00332968,False,False
snippets-v1__amc12a_2013_p8__validation-A__seed0,1,44fe380b8b824299b68cfad86b540f82,32768,0.0527864,0.0020984,False,False
snippets-v1__amc12a_2013_p8__validation-A__seed0,2,d1fb08cef0ce4bb1b605c2bde8f03fc8,32768,0.053326799999999994,0.0008266199999999999,False,False
snippets-v1__amc12a_2013_p8__validation-A__seed0,3,fb80f2f20a69453e8a3e7fcb186860b4,32768,0.054221,0.00055896,False,False
snippets-v1__amc12a_2013_p8__validation-A__seed0,4,29c8eeca2bc848e49927e56ce1db63a7,32768,0.0547884,0.0006957599999999999,False,False
snippets-v1__amc12a_2013_p8__validation-A__seed0,5,e725e0ad0f6341cc9fbf1421237b2c59,32768,0.0536978,0.0039402,False,False
snippets-v1__amc12a_2013_p8__validation-A__seed0,6,bd73890fd443462a8e524e73fbd0a3c1,32768,0.054359,0.0027294,False,False
snippets-v1__amc12a_2013_p8__validation-A__seed0,7,b48b00d4c0104ab499cd71c3cc7ffa2f,32768,0.055088399999999996,0.00036359999999999995,False,False
snippets-v1__amc12a_2013_p8__validation-A__seed0,8,2a88eb0f8eb04af0a01f87f5ce24a82a,32768,0.055478599999999996,0.00062064,False,False
snippets-v1__amc12a_2013_p8__validation-A__seed0,9,3a29ae9c8f2b4834b473a7e5265f807c,32768,0.054882,0.00223394,False,False
snippets-v1__amc12a_2013_p8__validation-A__seed0,10,04cb3ccd1e764241994d8a96e56cab91,32768,0.0552726,0.0032614,False,False
snippets-v1__amc12a_2013_p8__validation-A__seed0,11,0943136da96647f5a1cefb0c14cc0a0c,32768,0.0557422,0.0040533999999999995,False,False
snippets-v1__amc12a_2013_p8__validation-A__seed0,12,1d40a5931556454ab656f3eff730d468,32768,0.0563964,0.0035129999999999996,False,False
snippets-v1__amc12_2001_p21__validation-A__seed0,1,39663f13a91b4ad8be8967671db39544,32768,0.0530148,0.0022686,False,False
snippets-v1__amc12_2001_p21__validation-A__seed0,2,ae9eeb9c01134f5dba65ba273e3e87ae,32768,0.053648,0.00038396,False,False
snippets-v1__amc12_2001_p21__validation-A__seed0,3,feb8dfd510684609b6427318e76a0332,32768,0.053477399999999994,0.0028202,False,False
snippets-v1__amc12_2001_p21__validation-A__seed0,4,80d1fda412af49168ff814b738c12506,32768,0.0542586,0.0031223999999999996,False,False
snippets-v1__amc12_2001_p21__validation-A__seed0,5,2584239b4f6b4d288cddce9dd1eaac74,32768,0.0555306,0.00209814,False,False
snippets-v1__amc12_2001_p21__validation-A__seed0,6,f27228336eea472aaaef9ea528c2a8f0,32768,0.058226599999999996,0.00115284,False,False
snippets-v1__amc12_2001_p21__validation-A__seed0,7,859d627fabdc4897bfdb4a1845804849,32768,0.059162599999999996,0.00111772,False,False
snippets-v1__amc12_2001_p21__validation-A__seed0,8,7ec2d68d273d4ad8869b98516fc5c540,32768,0.0610748,0.0010337,False,False
snippets-v1__amc12_2001_p21__validation-A__seed0,9,9b9687f17cb64086b96e0a24bcaa2256,32768,0.0579688,0.0036772000000000003,False,False
snippets-v1__mathd_numbertheory_284__validation-A__seed0,1,3341773e953e4a65b335860155511fce,32768,0.052764399999999996,0.0020231999999999997,False,False
snippets-v1__mathd_algebra_234__validation-A__seed0,1,34388861d2e84811b9134e4bd00ded2d,32768,0.0527556,0.0021394,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,1,ce9b7c3627a240968f4974fb83c559cb,32768,0.0528512,0.0021363999999999997,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,2,e99ef2be256d4a9f8fae510084f061c5,32768,0.0533624,0.00037885999999999996,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,3,7d4a5b78b97f47b0abaf17f3687de0ff,32768,0.0540038,0.00045533999999999993,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,4,e339971db25c40f191d8c63b8f5b3094,32768,0.054632599999999996,0.0005158599999999999,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,5,ea01a7b30ff545dab0fd2ecd3e849a90,32768,0.0552996,0.00047996,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,6,4f8a8db593334cf083282a03b9ff969a,32768,0.055808399999999994,0.0005317799999999999,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,7,f298612f43454b36ba37436af87df351,32768,0.056530199999999996,0.00039338,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,8,1b6449e3a7b44591b0108ed8bae9fdf5,32768,0.056887999999999994,0.0005677599999999999,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,9,7b36f1a81e6b46aaaeada713a421f0a6,32768,0.05771079999999999,0.0005694399999999999,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,10,8387234058334b76b25407f110c04c69,32768,0.058586799999999994,0.00050502,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,11,a074006a05b345509fcef7f7e331c9cf,32768,0.05898439999999999,0.00039478000000000007,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,12,325a970b1daa44b99fe6f1aaac3b4ffa,32768,0.0593934,0.00042178,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,13,ed4e14f2396949938db0a792bf167f89,32768,0.0598234,0.00067906,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,14,bf279456801346b891457887f8ddd91b,32768,0.060705999999999996,0.00070302,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,15,999204099ad9428cbbfb0dac2630330a,32768,0.0616926,0.00094332,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,16,2406ee4b27624b1db14cf09bed9eb5dc,32768,0.06252279999999999,0.0007045199999999999,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,17,0781abb617934793acf12b9548c50280,32768,0.06325539999999999,0.0005333,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,18,99f3dfdb6b9d48f5ad3e8738544c03c9,32768,0.0636538,0.00069132,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,19,6d735ec59ec2425aadfcac404db53ec0,32768,0.06427179999999999,0.00049928,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,20,65a95214c79a43b78fa0e37a23f0423c,32768,0.0646602,0.00078068,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,21,b6c9ae7d2bd24dfd9115696d0c3fddc6,32768,0.06716939999999999,0.00225002,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,22,3cfae397aa844f52a53224dc385f8d12,32768,0.0605372,0.004817,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,23,fec5ff93bb68465dbbd478c9a425a463,32768,0.0617654,0.00068496,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,24,05d96bf7a066413c859c99ca3e2c76cf,32768,0.06215999999999999,0.00132194,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,25,700a47a30e874d5580af82fc1306ac84,32768,0.0636524,0.0010173,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,26,765d083d7a944b6fafe447a6ccc0c6f5,32768,0.0644154,0.0007632,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,27,bdab65ea468e472db15a4065fd2fc011,32768,0.06493779999999999,0.00153484,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,28,39b275de95cd43cbaa3e64568886aa0d,32768,0.0622586,0.0044979,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,29,ecc659efb1364c53bc7a9235b3dc0b29,32768,0.062954,0.0052128,False,False
snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,30,d122249e9be64639a38b5dd637da1258,32768,0.0639914,0.00174486,False,False
snippets-v1__mathd_algebra_327__validation-A__seed0,1,fe50e1960c19475bbdfffdb68465f8c4,32768,0.052744599999999996,0.0020515999999999998,False,False
snippets-v1__mathd_algebra_327__validation-A__seed0,2,7c3b92164f2d466d95e2993a6ce35eb9,32768,0.0531914,0.00027306,False,False
snippets-v1__mathd_algebra_327__validation-A__seed0,3,e4540805197c4cab9057705c775f7893,32768,0.054934399999999994,0.00102606,False,False
snippets-v1__mathd_numbertheory_64__validation-A__seed0,1,9d79fb63b1194d6d9af16a90e063950f,32768,0.0527674,0.002104,False,False
snippets-v1__mathd_numbertheory_64__validation-A__seed0,2,aadf52a7e942433b9f436c715606c92a,32768,0.0532812,0.00028754000000000003,False,False
snippets-v1__mathd_numbertheory_64__validation-A__seed0,3,a509479a9b1c495f947233acb53394e4,32768,0.0536706,0.00043712,False,False
snippets-v1__mathd_numbertheory_64__validation-A__seed0,4,2940dee916474eb581d4870791f0b3b8,32768,0.0533092,0.0021068000000000003,False,False
snippets-v1__mathd_numbertheory_64__validation-A__seed0,5,a06c39e471a5424f950ac73ee6153993,32768,0.053549,0.0025182,False,False
snippets-v1__mathd_numbertheory_64__validation-A__seed0,6,f40bd37dbf354ce2bf7ea50a3ff33022,32768,0.054310399999999995,0.00059532,False,False
snippets-v1__mathd_numbertheory_64__validation-A__seed0,7,2786a45a84ee43329fbd4164f9e68241,32768,0.05550479999999999,0.00190922,False,False
snippets-v1__mathd_numbertheory_64__validation-A__seed0,8,7bb64359f46245569948fbaa49f7620b,32768,0.0574926,0.00065014,False,False
snippets-v1__mathd_numbertheory_64__validation-A__seed0,9,547463b539404cb7810fef0ad009e9d8,32768,0.0579258,0.00040087999999999994,False,False
snippets-v1__mathd_numbertheory_64__validation-A__seed0,10,69c8979d414e45d28d8424859bf83c3b,32768,0.058322799999999994,0.00132778,False,False
snippets-v1__imo_1981_p6__validation-A__seed0,1,06e7cd5a94f245c1a3c1d56679bd624d,32768,0.052828599999999996,0.0040766,False,False
snippets-v1__imo_1981_p6__validation-A__seed0,2,665b7026481241f1bc8b6de4e0d3dba5,32768,0.054050799999999996,0.0033312,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,1,8d8512fc64084750976476bdbc9ccd20,32768,0.0528456,0.002124,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,2,7001c97e8114458bae7c046b6a27fe9e,32768,0.0534706,0.00054262,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,3,cf103f051c35410fba16f8b46e40d055,32768,0.0542068,0.00041708,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,4,31d369cd15144d47afaa10f7e4c3e418,32768,0.0547656,0.00033482,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,5,73c12df68c5b44b9984cec1c3107de28,32768,0.0538252,0.00161948,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,6,0e83748aeb6f4a4ba70b514770b480a2,32768,0.0541568,0.00147008,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,7,f9aee3ff4cc846789f8225903fd59060,32768,0.0548026,0.0003279,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,8,1321876a6a154bacb4536e7ee97e0f85,32768,0.055012,0.00057134,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,9,e1db33087fe04e56be69fff947b652bb,32768,0.0557764,0.00050334,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,10,a38542f8ae0c4beba8c6b10c9eac784f,32768,0.055180999999999994,0.0026141999999999997,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,11,867dbf5945704b8099b6f21e568a48ab,32768,0.055522,0.00177216,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,12,5e8c95ab4dc048a28f93553088d09964,32768,0.0560894,0.00066288,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,13,cda78cc7da71495bb3c4a2e66a56a386,32768,0.0564548,0.0009367,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,14,fed56b9504ee4ba9bdebd520f86b53a9,32768,0.0572,0.0004823,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,15,2eb54b7dc2e54a7188ff4a8ba1f0334a,32768,0.0574124,0.0009545199999999999,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,16,9d4e7548ae42486a8af484f55c930e63,32768,0.056960399999999994,0.0025725599999999998,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,17,3b6af4b416af4523980e9ff4c9a5027a,32768,0.058900999999999995,0.0005863,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,18,b0c78168f3964a95a0ba8421206b8750,32768,0.059404399999999996,0.0004165,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,19,d1e6844e8b3d437080cbd150943e10a4,32768,0.05961519999999999,0.0009602199999999999,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,20,49b1735e98ba47ecbf306d290d6a250d,32768,0.0606952,0.00052892,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,21,3be166f19f88439488539e7414923f7e,32768,0.061184199999999994,0.00067246,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,22,cced6f905b124a85bb14aafaead34d06,32768,0.0618582,0.00049802,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,23,06fdfeb38f784d6584b28e7134af6e29,32768,0.0623474,0.0004542,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,24,4e119a2885ad43b68860d61800727196,32768,0.0625582,0.00045678,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,25,646f0e86f0064954af187ad236c39174,32768,0.06276899999999999,0.00048588,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,26,7215a16ed4144d28834d098ad5f7503a,32768,0.0632674,0.00047098,False,False
snippets-v1__mathd_numbertheory_37__validation-A__seed0,27,336f7591d54046f3a5a2dd4d7ac36524,32768,0.0634782,0.00048568,False,False
snippets-v1__induction_prod1p1onk3le3m1onn__validation-A__seed0,1,4ae10d4818f94750b595f6eda98ceed2,32768,0.052909,0.0023597999999999996,False,False
snippets-v1__induction_prod1p1onk3le3m1onn__validation-A__seed0,2,d7dab57ed0a94f84b1ec47099bf7d042,32768,0.0542864,0.00122824,False,False
snippets-v1__induction_prod1p1onk3le3m1onn__validation-A__seed0,3,d60ce937b01145edb4cfe3a8bb8e0dde,32768,0.054331199999999996,0.0028878,False,False
snippets-v1__induction_prod1p1onk3le3m1onn__validation-A__seed0,4,9c21c013ef674c22967edaedaaa1e23b,32768,0.05507959999999999,0.0034782,False,False
snippets-v1__induction_prod1p1onk3le3m1onn__validation-A__seed0,5,e6af4d291b8b4940839a4d5b0438c32a,32768,0.055934399999999995,0.0032124,False,False
snippets-v1__induction_prod1p1onk3le3m1onn__validation-A__seed0,6,e8f2a76f221749d4953628afc30a8baa,32768,0.056853,0.0014655,False,False
snippets-v1__induction_prod1p1onk3le3m1onn__validation-A__seed0,7,3b9c1f2f1bc64b569807a4177eb4154e,32768,0.0586738,0.00062862,False,False
snippets-v1__induction_prod1p1onk3le3m1onn__validation-A__seed0,8,2c0e785fc99f490ba2cd338e46d75481,32768,0.0592598,0.00213046,False,False
snippets-v1__induction_prod1p1onk3le3m1onn__validation-A__seed0,9,2082ff8fdd774d5fbc581a4506d07adb,32768,0.058165999999999995,0.0047424,False,False
snippets-v1__induction_prod1p1onk3le3m1onn__validation-A__seed0,10,efdfe334040c4de4bf045adf68dd5ad4,32768,0.05903219999999999,0.0050428,False,False
snippets-v1__induction_prod1p1onk3le3m1onn__validation-A__seed0,11,4e34053b20ce43c6b8c0787c0e428e13,32768,0.059955999999999995,0.0042016,False,False
snippets-v1__induction_prod1p1onk3le3m1onn__validation-A__seed0,12,3c68aadb9b3d4991929177c166701c59,32768,0.0604348,0.00048882,False,False
snippets-v1__induction_prod1p1onk3le3m1onn__validation-A__seed0,13,e296a6b6cb6a4dc6ab4a88ea23b4b88e,32768,0.0610368,0.00174324,False,False
snippets-v1__induction_prod1p1onk3le3m1onn__validation-A__seed0,14,c0ecf5cc9f3445198b14f4c1ca41535e,32768,0.061013399999999995,0.0053127999999999995,False,False
snippets-v1__imo_1984_p6__validation-A__seed0,1,78de35d05c204d10babe47e051dec143,32768,0.0530862,0.0022146,False,False
snippets-v1__imo_1984_p6__validation-A__seed0,2,6e10dc09447040a285c93555faa1221f,32768,0.0541204,0.0006272399999999999,False,False
snippets-v1__imo_1984_p6__validation-A__seed0,3,5663720a8d9c425bb260319d4d9c4f9d,32768,0.054088199999999996,0.00185896,False,False
snippets-v1__imo_1984_p6__validation-A__seed0,4,5a7c2a57acb54d8393b3db8120d736e4,32768,0.054479599999999996,0.0026336,False,False
snippets-v1__imo_1984_p6__validation-A__seed0,5,178bee602fad473ab0bd2ec5b6ff7c1d,32768,0.0551042,0.00095994,False,False
snippets-v1__imo_1984_p6__validation-A__seed0,6,b4093811e53244deab96eabeabc0d3d5,32768,0.0562506,0.0005583999999999999,False,False
snippets-v1__imo_1984_p6__validation-A__seed0,7,fc3290300ee54035aad654f3366e88ac,32768,0.0568216,0.00072744,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,1,2e6173adb52648cebbef3be19a5c104b,32768,0.052839399999999995,0.0022536,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,2,8d9bf08d2f484812bc57d40da88387be,32768,0.053527599999999995,0.00030302000000000004,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,3,e889e526f678468ab6521074c1c6909b,32768,0.0546766,0.00061696,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,4,4cfd95f1602847149fbd7869297f96f4,32768,0.0551658,0.00031885999999999997,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,5,82c1173d8d2c452ab377e236b318198c,32768,0.055730999999999996,0.00047242,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,6,10f2e82788a4447685767f7627ff4d28,32768,0.056212399999999996,0.00050432,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,7,2f9be3d29da646489978b84ef32bd81e,32768,0.056772199999999995,0.00043858,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,8,075d611be5304bd9b305f42f34d2104b,32768,0.05729479999999999,0.00041799999999999997,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,9,d23d141988004f01ad7f221776e12aa1,32768,0.0577556,0.00078088,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,10,8cd98da1fbbe418cae795388c6db0e07,32768,0.0585576,0.00041772,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,11,2eb162aeeca74a19b52e47919568644c,32768,0.0589442,0.0008544799999999999,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,12,050400c35b4240e491d8c30c1b245d1a,32768,0.0598412,0.00196202,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,13,e0e6d1a688014890ab2cddecce9b3b45,32768,0.062197,0.00202304,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,14,8141b825ed3e4a398e2529d5e83564a5,32768,0.0571104,0.0058536,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,15,c523f4c9b115426ba0c5df4fe566702c,32768,0.060595399999999994,0.0033656199999999997,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,16,81a992e1207f4f838539eea47390b568,32768,0.06071359999999999,0.00485152,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,17,3d9e799bbd2a419792de895491e55430,32768,0.062729,0.0064468,False,False
snippets-v1__mathd_numbertheory_303__validation-A__seed0,18,f6c2e839732e4156b8d487678969202d,32768,0.0646032,0.005518799999999999,False,False
snippets-v1__amc12b_2002_p3__validation-A__seed0,1,52e42be4d89c43c3911c4afa537ab34b,32768,0.052815,0.0020551999999999996,False,False
snippets-v1__amc12b_2002_p3__validation-A__seed0,2,80e6c6552be74add9c5d2e2558f8f332,32768,0.053299799999999994,0.00031321999999999996,False,False
snippets-v1__amc12b_2002_p3__validation-A__seed0,3,5430031702e444eb8e28264145234762,32768,0.053765999999999994,0.00049708,False,False
snippets-v1__amc12b_2002_p3__validation-A__seed0,4,aff5336034824be3979e564441a3319c,32768,0.054294999999999996,0.00032234,False,False
snippets-v1__amc12b_2002_p3__validation-A__seed0,5,ebf4b26a8906424b9f730912d8091550,32768,0.0548986,0.0007359599999999999,False,False
