cell,stage,role,arm,theorem,seed,strategy_returned_value,solved,qualified,failed,cost,input,cached,output,reasoning,uncached_cost,requests,drops
learning__review_candidate__review__batch6_review0__seed0,learning,review,review_candidate,batch6_review0,0,True,,,False,0.0032486,14971,0,212,108,0.0032486,1,0
learning__review_control__review__batch6_review1__seed0,learning,review,review_control,batch6_review1,0,True,,,False,0.0031011999999999997,14336,0,195,88,0.0031011999999999997,1,0
learning__review_candidate__review__batch6_review1__seed0,learning,review,review_candidate,batch6_review1,0,True,,,False,0.0031006000000000002,14525,0,163,61,0.0031006000000000002,1,0
learning__review_control__review__batch6_review2__seed0,learning,review,review_control,batch6_review2,0,True,,,False,0.004030199999999999,18669,0,247,154,0.004030199999999999,1,0
learning__review_candidate__review__batch6_review2__seed0,learning,review,review_candidate,batch6_review2,0,True,,,False,0.00414,18858,0,307,215,0.00414,1,0
learning__review_control__review__batch7_review0__seed0,learning,review,review_control,batch7_review0,0,True,,,False,0.0030935999999999997,14094,0,229,123,0.0030935999999999997,1,0
learning__review_candidate__review__batch7_review0__seed0,learning,review,review_candidate,batch7_review0,0,True,,,False,0.0032166,14283,0,300,221,0.0032166,1,0
learning__review_control__review__batch7_review1__seed0,learning,review,review_control,batch7_review1,0,True,,,False,0.0031828,14654,0,210,122,0.0031828,1,0
learning__review_candidate__review__batch7_review1__seed0,learning,review,review_candidate,batch7_review1,0,True,,,False,0.0033442,14843,0,313,232,0.0033442,1,0
learning__review_control__review__batch7_review2__seed0,learning,review,review_control,batch7_review2,0,True,,,False,0.0033239999999999997,13818,0,467,382,0.0033239999999999997,1,0
learning__review_candidate__review__batch7_review2__seed0,learning,review,review_candidate,batch7_review2,0,True,,,False,0.0032633999999999996,14007,0,385,295,0.0032633999999999996,1,0
learning__review_control__review__batch8_review0__seed0,learning,review,review_control,batch8_review0,0,True,,,False,0.0030166,13715,0,228,119,0.0030166,1,0
learning__review_candidate__review__batch8_review0__seed0,learning,review,review_candidate,batch8_review0,0,True,,,False,0.0031084,13904,0,273,131,0.0031084,1,0
learning__review_control__review__batch9_review0__seed0,learning,review,review_control,batch9_review0,0,True,,,False,0.0037532,16828,0,323,221,0.0037532,1,0
learning__review_candidate__review__batch9_review0__seed0,learning,review,review_candidate,batch9_review0,0,True,,,False,0.0038174,17017,0,345,237,0.0038174,1,0
learning__review_control__review__batch9_review1__seed0,learning,review,review_control,batch9_review1,0,True,,,False,0.0030272,14278,0,143,42,0.0030272,1,0
learning__review_candidate__review__batch9_review1__seed0,learning,review,review_candidate,batch9_review1,0,True,,,False,0.0030553999999999998,14467,0,135,35,0.0030553999999999998,1,0
learning__review_control__review__batch9_review2__seed0,learning,review,review_control,batch9_review2,0,True,,,False,0.0031128,13488,0,346,246,0.0031128,1,0
learning__review_candidate__review__batch9_review2__seed0,learning,review,review_candidate,batch9_review2,0,True,,,False,0.0032286,13677,0,411,310,0.0032286,1,0
learning__review_control__review__negative_duplicate__seed0,learning,review,review_control,negative_duplicate,0,True,,,False,0.0021127999999999997,9628,0,156,65,0.0021127999999999997,1,0
learning__review_candidate__review__negative_duplicate__seed0,learning,review,review_candidate,negative_duplicate,0,True,,,False,0.002339,9817,0,313,193,0.002339,1,0
learning__review_control__review__negative_context__seed0,learning,review,review_control,negative_context,0,True,,,False,0.0020812,9578,0,138,44,0.0020812,1,0
learning__review_candidate__review__negative_context__seed0,learning,review,review_candidate,negative_context,0,True,,,False,0.002125,9767,0,143,61,0.002125,1,0
learning__review_control__review__negative_assertion__seed0,learning,review,review_control,negative_assertion,0,True,,,False,0.0019275999999999998,8594,0,174,81,0.0019275999999999998,1,0
learning__review_candidate__review__negative_assertion__seed0,learning,review,review_candidate,negative_assertion,0,True,,,False,0.0019521999999999999,8783,0,163,56,0.0019521999999999999,1,0
learning__review_control__review__negative_premise__seed0,learning,review,review_control,negative_premise,0,True,,,False,0.0029533999999999997,13057,0,285,181,0.0029533999999999997,1,0
learning__review_candidate__review__negative_premise__seed0,learning,review,review_candidate,negative_premise,0,True,,,False,0.0029252,13246,0,230,94,0.0029252,1,0
